QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,MCC,NBD,LOC,#Pa,#MC,#AF
<Field>org.openqa.selenium.grid.node.config.NodeOptions->DEFAULT_IMPL,static final DEFAULT_IMPL : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.config.NodeOptions->JSON,static final JSON : Json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.config.NodeOptions->LOG,static final LOG : Logger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.grid.node.httpd,org.openqa.selenium.grid.node.httpd,low,low,low,low,,,,,,14,121,,,,,,,,,,,,3,3,0,121,0,3,0,1,0,14,,,,,,
org.openqa.selenium.grid.node.httpd.DefaultNodeConfig,DefaultNodeConfig,low-medium,low,low,low,0,1,0,2,0,1,8,7,0,0,1,0,0,0,0,0,0,0,,,,8,,,,,,1,,,,,,
<Method>org.openqa.selenium.grid.node.httpd.DefaultNodeConfig. DefaultNodeConfig( ): void, DefaultNodeConfig( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,0,0,0
org.openqa.selenium.grid.node.httpd.NodeFlags,NodeFlags,low,low,low,low,1,2,1,1,0,1,25,3,4,0,1,0,0,0,0,0,0,0,,,,25,,,,,,1,,,,,,
<Method>org.openqa.selenium.grid.node.httpd.NodeFlags.public getRoles( ): Set,getRoles( ): Set,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,0
<Field>org.openqa.selenium.grid.node.httpd.NodeFlags->autoconfigure,autoconfigure : Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.httpd.NodeFlags->driverNames,driverNames : Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.httpd.NodeFlags->gridUri,gridUri : URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.httpd.NodeFlags->maxSessions,maxSessions : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.grid.node.httpd.NodeServer,NodeServer,low-medium,high,low-medium,low,21,91,22,2,0,12,88,85,0,1,7,0,0,0,0.429,1,1,0,,,,88,,,,,,12,,,,,,
<Method>org.openqa.selenium.grid.node.httpd.NodeServer.protected execute( Config ): void,execute( Config ): void,low,very-high,medium-high,low,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,67,1,25,3
<Method>org.openqa.selenium.grid.node.httpd.NodeServer.public getConfigurableRoles( ): Set,getConfigurableRoles( ): Set,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.grid.node.httpd.NodeServer.protected getDefaultConfig( ): Config,getDefaultConfig( ): Config,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.grid.node.httpd.NodeServer.public getDescription( ): String,getDescription( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.grid.node.httpd.NodeServer.public getFlagObjects( ): Set,getFlagObjects( ): Set,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,0
<Method>org.openqa.selenium.grid.node.httpd.NodeServer.public getName( ): String,getName( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.grid.node.httpd.NodeServer.protected getSystemPropertiesConfigPrefix( ): String,getSystemPropertiesConfigPrefix( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Field>org.openqa.selenium.grid.node.httpd.NodeServer->LOG,static final LOG : Logger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.grid.node.k8s,org.openqa.selenium.grid.node.k8s,low,low,low,low,,,,,,38,205,,,,,,,,,,,,2,2,0,205,0,2,0,1,0,38,,,,,,
org.openqa.selenium.grid.node.k8s.OneShotFlags,OneShotFlags,low,low,low,low,1,2,1,1,0,1,18,3,2,0,1,0,0,0,0,0,0,0,,,,18,,,,,,1,,,,,,
<Method>org.openqa.selenium.grid.node.k8s.OneShotFlags.public getRoles( ): Set,getRoles( ): Set,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,0
<Field>org.openqa.selenium.grid.node.k8s.OneShotFlags->driverBinary,driverBinary : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotFlags->stereotype,stereotype : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.grid.node.k8s.OneShotNode,OneShotNode,high,high,low-medium,high,30,178,66,2,0,37,187,175,9,2,15,1,0,0.818,0.839,0.655,3,0,,,,187,,,,,,37,,,,,,
"<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.private OneShotNode( Tracer, EventBus, String, UUID, URI, URI, Capabilities, WebDriverInfo ): void","OneShotNode( Tracer, EventBus, String, UUID, URI, URI, Capabilities, WebDriverInfo ): void",low,low-medium,low,low,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,15,8,5,5
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public executeWebDriverCommand( HttpRequest ): HttpResponse,executeWebDriverCommand( HttpRequest ): HttpResponse,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,18,1,8,3
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.private extractHttpClient( RemoteWebDriver ): HttpClient,extractHttpClient( RemoteWebDriver ): HttpClient,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,16,1,8,0
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.private findClientField( Class ): Field,findClientField( Class ): Field,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,1,1,0
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public getHealthCheck( ): HealthCheck,getHealthCheck( ): HealthCheck,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public getSession( SessionId ): Session,getSession( SessionId ): Session,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,1,2,2
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public getStatus( ): NodeStatus,getStatus( ): NodeStatus,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,11,0,4,6
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public isReady( ): boolean,isReady( ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public isSessionOwner( SessionId ): boolean,isSessionOwner( SessionId ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,2
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public isSupporting( Capabilities ): boolean,isSupporting( Capabilities ): boolean,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public newSession( CreateSessionRequest ): Optional,newSession( CreateSessionRequest ): Optional,low,low-medium,low,low,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,25,1,18,17
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.private rewrite( String ): URI,rewrite( String ): URI,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,12,1,4,4
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.private rewriteCapabilities( RemoteWebDriver ): Capabilities,rewriteCapabilities( RemoteWebDriver ): Capabilities,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,9,1,10,0
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public static create( Config ): Node,static create( Config ): Node,low,medium-high,low,low,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,28,1,23,2
<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public stop( SessionId ): void,stop( SessionId ): void,low,medium-high,low,low,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,13,1,9,6
"<Method>org.openqa.selenium.grid.node.k8s.OneShotNode.public uploadFile( HttpRequest, SessionId ): HttpResponse","uploadFile( HttpRequest, SessionId ): HttpResponse",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,0
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->capabilities,capabilities : Capabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->client,client : HttpClient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->driver,driver : RemoteWebDriver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->driverInfo,final driverInfo : WebDriverInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->events,final events : EventBus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->gridUri,final gridUri : URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->registrationSecret,final registrationSecret : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->stereotype,final stereotype : Capabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->sessionId,sessionId : SessionId,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->JSON,static final JSON : Json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.k8s.OneShotNode->LOG,static final LOG : Logger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.grid.node.local,org.openqa.selenium.grid.node.local,low,low,low-medium,low,,,,,,61,375,,,,,,,,,,,,5,5,0,375,1,3,0,0.75,0.25,61,,,,,,
org.openqa.selenium.grid.node.local.LocalNode,LocalNode,high,very-high,low-medium,high,32,151,71,2,0,35,286,163,8,2,16,1,1,0.913,0.818,0.936,3,0.125,,,,286,,,,,,35,,,,,,
org.openqa.selenium.grid.node.local.LocalNode.Builder,Builder,low,low,low,low,7,8,2,1,0,7,65,41,8,0,6,0,0,0.75,0.741,0.667,0,0,,,,65,,,,,,7,,,,,,
"<Method>org.openqa.selenium.grid.node.local.LocalNode.private createExternalSession( ActiveSession, URI ): Session","createExternalSession( ActiveSession, URI ): Session",low,low-medium,low,low,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,11,2,11,0
<Method>org.openqa.selenium.grid.node.local.LocalNode.public executeWebDriverCommand( HttpRequest ): HttpResponse,executeWebDriverCommand( HttpRequest ): HttpResponse,low,medium-high,low,low,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,11,1,9,0
<Method>org.openqa.selenium.grid.node.local.LocalNode.public getCurrentSessionCount( ): int,getCurrentSessionCount( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,0
<Method>org.openqa.selenium.grid.node.local.LocalNode.public getHealthCheck( ): HealthCheck,getHealthCheck( ): HealthCheck,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,1
<Method>org.openqa.selenium.grid.node.local.LocalNode.public getSession( SessionId ): Session,getSession( SessionId ): Session,low,low-medium,low,low,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,1,3,1
<Method>org.openqa.selenium.grid.node.local.LocalNode.public getStatus( ): NodeStatus,getStatus( ): NodeStatus,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,17,0,5,4
<Method>org.openqa.selenium.grid.node.local.LocalNode.public getTemporaryFilesystem( SessionId ): TemporaryFilesystem,getTemporaryFilesystem( SessionId ): TemporaryFilesystem,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,1,0,0
<Method>org.openqa.selenium.grid.node.local.LocalNode.public isReady( ): boolean,isReady( ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Method>org.openqa.selenium.grid.node.local.LocalNode.public isSessionOwner( SessionId ): boolean,isSessionOwner( SessionId ): boolean,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,0
<Method>org.openqa.selenium.grid.node.local.LocalNode.public isSupporting( Capabilities ): boolean,isSupporting( Capabilities ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,2,1
<Method>org.openqa.selenium.grid.node.local.LocalNode.private killSession( SessionSlot ): void,killSession( SessionSlot ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,4,0
<Method>org.openqa.selenium.grid.node.local.LocalNode.public newSession( CreateSessionRequest ): Optional,newSession( CreateSessionRequest ): Optional,low,very-high,low-medium,low,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,35,1,43,5
<Method>org.openqa.selenium.grid.node.local.LocalNode.private rewrite( String ): URI,rewrite( String ): URI,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,12,1,4,4
"<Method>org.openqa.selenium.grid.node.local.LocalNode.public static builder( Tracer, EventBus, URI, URI, String ): Builder","static builder( Tracer, EventBus, URI, URI, String ): Builder",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,5,0,0
<Method>org.openqa.selenium.grid.node.local.LocalNode.public stop( SessionId ): void,stop( SessionId ): void,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,1,2,0
<Method>org.openqa.selenium.grid.node.local.LocalNode.private toJson( ): Map,toJson( ): Map,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,0,5,3
"<Method>org.openqa.selenium.grid.node.local.LocalNode.public uploadFile( HttpRequest, SessionId ): HttpResponse","uploadFile( HttpRequest, SessionId ): HttpResponse",low,medium-high,low,low,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,20,2,12,1
<Field>org.openqa.selenium.grid.node.local.LocalNode->bus,final bus : EventBus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.LocalNode->externalUri,final externalUri : URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.LocalNode->factories,final factories : List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.LocalNode->gridUri,final gridUri : URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.LocalNode->healthCheck,final healthCheck : HealthCheck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.LocalNode->maxSessionCount,final maxSessionCount : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.LocalNode->registrationSecret,final registrationSecret : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.LocalNode->regularly,final regularly : Regularly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.LocalNode->JSON,static final JSON : Json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.LocalNode->LOG,static final LOG : Logger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.grid.node.local.LocalNodeFactory,LocalNodeFactory,medium-high,medium-high,low,low,14,144,18,1,0,2,40,39,0,0,0,2,0,0,0.417,0,0,0,,,,40,,,,,,2,,,,,,
<Method>org.openqa.selenium.grid.node.local.LocalNodeFactory.public static create( Config ): Node,static create( Config ): Node,low,very-high,low,low,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,21,1,15,0
"<Method>org.openqa.selenium.grid.node.local.LocalNodeFactory.private static createSessionFactory( Tracer, Factory, List, WebDriverInfo ): Collection","static createSessionFactory( Tracer, Factory, List, WebDriverInfo ): Collection",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,18,4,4,0
org.openqa.selenium.grid.node.local.SessionSlot,SessionSlot,low,medium-high,low,medium-high,12,21,15,1,0,14,49,40,4,1,8,0,0,0.8,0.708,0.607,2,0,,,,49,,,,,,14,,,,,,
"<Method>org.openqa.selenium.grid.node.local.SessionSlot.public SessionSlot( EventBus, Capabilities, SessionFactory ): void","SessionSlot( EventBus, Capabilities, SessionFactory ): void",low,low-medium,low,low,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,3,4,3
<Method>org.openqa.selenium.grid.node.local.SessionSlot.public apply( CreateSessionRequest ): Optional,apply( CreateSessionRequest ): Optional,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,13,1,9,2
<Method>org.openqa.selenium.grid.node.local.SessionSlot.public execute( HttpRequest ): HttpResponse,execute( HttpRequest ): HttpResponse,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,1,2,2
<Method>org.openqa.selenium.grid.node.local.SessionSlot.public getSession( ): ActiveSession,getSession( ): ActiveSession,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,0,1,1
<Method>org.openqa.selenium.grid.node.local.SessionSlot.public getStereotype( ): Capabilities,getStereotype( ): Capabilities,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.grid.node.local.SessionSlot.public isAvailable( ): boolean,isAvailable( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.grid.node.local.SessionSlot.public stop( ): void,stop( ): void,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,0,4,4
<Method>org.openqa.selenium.grid.node.local.SessionSlot.public test( Capabilities ): boolean,test( Capabilities ): boolean,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
<Field>org.openqa.selenium.grid.node.local.SessionSlot->currentSession,currentSession : ActiveSession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.SessionSlot->bus,final bus : EventBus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.SessionSlot->factory,final factory : SessionFactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.SessionSlot->stereotype,final stereotype : Capabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.local.SessionSlot->LOG,static final LOG : Logger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.grid.node.remote,org.openqa.selenium.grid.node.remote,low,low,low,low,,,,,,21,114,,,,,,,,,,,,2,2,0,114,2,1,0,0.333,0.667,21,,,,,,
org.openqa.selenium.grid.node.remote.RemoteNode,RemoteNode,medium-high,medium-high,low-medium,medium-high,19,133,23,2,0,18,114,90,4,1,12,0,0,0.782,0.792,0.309,0,0,,,,114,,,,,,18,,,,,,
org.openqa.selenium.grid.node.remote.RemoteNode.RemoteCheck,RemoteCheck,low,low,low,low,6,19,5,1,0,3,18,17,0,0,1,0,0,0,0,0,1,0,,,,18,,,,,,3,,,,,,
"<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public RemoteNode( Tracer, Factory, UUID, URI, Collection ): void","RemoteNode( Tracer, Factory, UUID, URI, Collection ): void",low,low-medium,low,low,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,5,4,4
<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public executeWebDriverCommand( HttpRequest ): HttpResponse,executeWebDriverCommand( HttpRequest ): HttpResponse,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public getHealthCheck( ): HealthCheck,getHealthCheck( ): HealthCheck,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,1
<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public getSession( SessionId ): Session,getSession( SessionId ): Session,low,medium-high,low,low,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,5,3
<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public getStatus( ): NodeStatus,getStatus( ): NodeStatus,low,medium-high,low,low,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,22,0,17,4
<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public isReady( ): boolean,isReady( ): boolean,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,0,2,1
<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public isSessionOwner( SessionId ): boolean,isSessionOwner( SessionId ): boolean,low,medium-high,low,low,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,5,3
<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public isSupporting( Capabilities ): boolean,isSupporting( Capabilities ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,2,1
<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public newSession( CreateSessionRequest ): Optional,newSession( CreateSessionRequest ): Optional,low,medium-high,low,low,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,1,8,3
<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public stop( SessionId ): void,stop( SessionId ): void,low,medium-high,low,low,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,5,3
<Method>org.openqa.selenium.grid.node.remote.RemoteNode.private toJson( ): Map,toJson( ): Map,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,0,1,2
"<Method>org.openqa.selenium.grid.node.remote.RemoteNode.public uploadFile( HttpRequest, SessionId ): HttpResponse","uploadFile( HttpRequest, SessionId ): HttpResponse",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,1
<Field>org.openqa.selenium.grid.node.remote.RemoteNode->capabilities,final capabilities : Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.remote.RemoteNode->client,final client : HttpHandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.remote.RemoteNode->externalUri,final externalUri : URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.remote.RemoteNode->healthCheck,final healthCheck : HealthCheck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.node.remote.RemoteNode->JSON,static final JSON : Json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.grid.router,org.openqa.selenium.grid.router,low,low,low,low,,,,,,35,220,,,,,,,,,,,,5,5,0,220,3,4,0,0.571,0.429,35,,,,,,
org.openqa.selenium.grid.router.GridStatusHandler,GridStatusHandler,low,medium-high,low-medium,low,12,49,19,1,0,15,104,84,4,2,3,0,0,0.833,0.571,0,0,0,,,,104,,,,,,15,,,,,,
"<Method>org.openqa.selenium.grid.router.GridStatusHandler. GridStatusHandler( Json, Tracer, Factory, Distributor ): void"," GridStatusHandler( Json, Tracer, Factory, Distributor ): void",low,low-medium,low,low,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,4,4,4
<Method>org.openqa.selenium.grid.router.GridStatusHandler.public execute( HttpRequest ): HttpResponse,execute( HttpRequest ): HttpResponse,low,medium-high,medium-high,low,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,70,1,25,3
<Method>org.openqa.selenium.grid.router.GridStatusHandler.private wrap( Exception ): RuntimeException,wrap( Exception ): RuntimeException,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,9,1,3,0
<Field>org.openqa.selenium.grid.router.GridStatusHandler->clientFactory,final clientFactory : Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.router.GridStatusHandler->distributor,final distributor : Distributor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.router.GridStatusHandler->json,final json : Json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.router.GridStatusHandler->tracer,final tracer : Tracer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.router.GridStatusHandler->EXECUTOR_SERVICE,static final EXECUTOR_SERVICE : ExecutorService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.grid.router.GridStatusHandler->SCHEDULED_SERVICE,static final SCHEDULED_SERVICE : ScheduledExecutorService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.grid.router.HandleSession,HandleSession,low,medium-high,low,low,12,36,15,1,0,6,43,38,3,0,3,0,0,0.667,0.524,0,1,0,,,,43,,,,,,6,,,,,,
"<Method>org.openqa.selenium.grid.router.HandleSession. HandleSession( Tracer, Factory, SessionMap ): void"," HandleSession( Tracer, Factory, SessionMap ): void",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,3,4,3
<Method>org.openqa.selenium.grid.router.HandleSession.public execute( HttpRequest ): HttpResponse,execute( HttpRequest ): HttpResponse,low,medium-high,low,low,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,19,1,14,3
